id,image link,user ID,created dat,Insta filter used,photo type,created_datetime,id_user,name,follower_count,active_follower_count,private/public,Verified status,post count,photo_x,likes_count,photo_y,likes_from_followers,Photo id,comments_count,avg_hashtags,max_hashtags,emoji_comment_count,photo,tag_count,tags_list,locations_list,total_engagement,follower_count_safe,likes_per_follower,comments_per_follower,engagement_rate_pct,created_hour,created_day_name,created_day_of_week,is_weekend
15,https://sherwood.net,4,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,4,Arely_Bogan63,76,42,yes,no,1,15,34,15,22,15,28,2.3214285714285716,6,15,,0.0,,,62,76,0.4473684210526316,0.3684210526315789,81.57894736842105,8,Thursday,3,0
16,https://maudie.org,4,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,4,Arely_Bogan63,76,42,yes,no,1,16,37,16,24,16,22,2.4545454545454546,6,11,,0.0,,,59,76,0.4868421052631579,0.2894736842105263,77.63157894736842,8,Thursday,3,0
17,http://annamae.name,6,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,6,Travon.Waters,76,43,no,no,14,17,36,17,26,17,23,2.4782608695652173,6,11,17.0,3.0,"['fun', 'concert', 'drunk']","['brazil', 'washington DC', 'new york']",59,76,0.47368421052631576,0.3026315789473684,77.63157894736842,8,Thursday,3,0
18,https://mac.org,6,13-04-2023 08:04,no,photo,2023-04-13 08:04:00,6,Travon.Waters,76,43,no,no,14,18,31,18,22,18,27,2.3333333333333335,6,14,,0.0,,,58,76,0.40789473684210525,0.35526315789473684,76.31578947368422,8,Thursday,3,0
19,http://miracle.info,6,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,6,Travon.Waters,76,43,no,no,14,19,35,19,24,19,34,2.4411764705882355,6,17,19.0,1.0,['food'],['brazil'],69,76,0.4605263157894737,0.4473684210526316,90.78947368421053,8,Thursday,3,0
20,http://emmet.com,6,13-04-2023 08:04,no,photo,2023-04-13 08:04:00,6,Travon.Waters,76,43,no,no,14,20,35,20,23,20,26,2.3846153846153846,6,13,,0.0,,,61,76,0.4605263157894737,0.34210526315789475,80.26315789473685,8,Thursday,3,0
21,https://lisa.com,6,13-04-2023 08:04,no,video,2023-04-13 08:04:00,6,Travon.Waters,76,43,no,no,14,21,36,21,22,21,29,2.3793103448275863,6,14,21.0,4.0,"['sunset', 'sunrise', 'landscape', 'beach']","['florida', 'new york', 'london', 'london']",65,76,0.47368421052631576,0.3815789473684211,85.52631578947368,8,Thursday,3,0
22,https://brooklyn.name,8,13-04-2023 08:04,no,video,2023-04-13 08:04:00,8,Tabitha_Schamberger11,76,42,yes,no,12,22,28,22,19,22,34,2.4705882352941178,6,17,22.0,3.0,"['food', 'foodie', 'delicious']","['brazil', 'japan', 'Mumbai']",62,76,0.3684210526315789,0.4473684210526316,81.57894736842105,8,Thursday,3,0
23,http://madison.net,8,13-04-2023 08:04,yes,video,2023-04-13 08:04:00,8,Tabitha_Schamberger11,76,42,yes,no,12,23,38,23,28,23,26,2.3461538461538463,6,13,23.0,4.0,"['fun', 'concert', 'drunk', 'smile']","['brazil', 'washington DC', 'new york', 'australia']",64,76,0.5,0.34210526315789475,84.21052631578947,8,Thursday,3,0
24,http://annie.name,8,13-04-2023 08:04,yes,video,2023-04-13 08:04:00,8,Tabitha_Schamberger11,76,42,yes,no,12,24,35,24,21,24,26,2.423076923076923,6,13,24.0,3.0,"['happy', 'fun', 'smile']","['london', 'brazil', 'australia']",61,76,0.4605263157894737,0.34210526315789475,80.26315789473685,8,Thursday,3,0
25,http://darron.info,8,13-04-2023 08:04,yes,video,2023-04-13 08:04:00,8,Tabitha_Schamberger11,76,42,yes,no,12,25,36,25,24,25,33,2.4242424242424243,6,17,25.0,3.0,"['beauty', 'dreamy', 'smile']","['bangalore', 'washington DC', 'australia']",69,76,0.47368421052631576,0.4342105263157895,90.78947368421053,8,Thursday,3,0
26,http://saige.com,9,13-04-2023 08:04,yes,video,2023-04-13 08:04:00,9,Gus93,76,42,yes,no,45,26,30,26,23,26,33,2.4242424242424243,6,16,26.0,5.0,"['beauty', 'stunning', 'dreamy', 'beach', 'smile']","['bangalore', 'florida', 'washington DC', 'london', 'australia']",63,76,0.39473684210526316,0.4342105263157895,82.89473684210526,8,Thursday,3,0
27,https://reece.net,9,13-04-2023 08:04,no,carousel,2023-04-13 08:04:00,9,Gus93,76,42,yes,no,45,27,31,27,14,27,27,2.4074074074074074,6,14,,0.0,,,58,76,0.40789473684210525,0.35526315789473684,76.31578947368422,8,Thursday,3,0
28,http://vance.org,9,13-04-2023 08:04,yes,carousel,2023-04-13 08:04:00,9,Gus93,76,42,yes,no,45,28,36,28,27,28,30,2.466666666666667,6,15,28.0,2.0,"['stunning', 'dreamy']","['florida', 'washington DC']",66,76,0.47368421052631576,0.39473684210526316,86.8421052631579,8,Thursday,3,0
29,http://ignacio.net,9,13-04-2023 08:04,no,carousel,2023-04-13 08:04:00,9,Gus93,76,42,yes,no,45,29,33,29,27,29,36,2.4166666666666665,6,18,29.0,4.0,"['beauty', 'stunning', 'beach', 'smile']","['bangalore', 'florida', 'london', 'australia']",69,76,0.4342105263157895,0.47368421052631576,90.78947368421053,8,Thursday,3,0
30,http://kenny.com,10,13-04-2023 08:04,no,carousel,2023-04-13 08:04:00,10,Presley_McClure,76,42,no,no,370,30,41,30,22,30,30,2.3666666666666667,6,15,30.0,3.0,"['food', 'foodie', 'delicious']","['brazil', 'japan', 'Mumbai']",71,76,0.5394736842105263,0.39473684210526316,93.42105263157895,8,Thursday,3,0
31,http://remington.name,10,13-04-2023 08:04,no,carousel,2023-04-13 08:04:00,10,Presley_McClure,76,42,no,no,370,31,31,31,23,31,34,2.4705882352941178,6,16,31.0,2.0,"['food', 'delicious']","['brazil', 'Mumbai']",65,76,0.40789473684210525,0.4473684210526316,85.52631578947368,8,Thursday,3,0
32,http://kurtis.info,10,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,10,Presley_McClure,76,42,no,no,370,32,33,32,23,32,26,2.3461538461538463,6,14,32.0,5.0,"['beauty', 'stunning', 'dreamy', 'beach', 'smile']","['bangalore', 'florida', 'washington DC', 'london', 'australia']",59,76,0.4342105263157895,0.34210526315789475,77.63157894736842,8,Thursday,3,0
33,https://alisha.com,11,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,11,Justina.Gaylord27,76,42,no,no,1293,33,29,33,17,33,33,2.4242424242424243,6,16,,0.0,,,62,76,0.3815789473684211,0.4342105263157895,81.57894736842105,8,Thursday,3,0
34,https://henderson.com,11,13-04-2023 08:04,yes,carousel,2023-04-13 08:04:00,11,Justina.Gaylord27,76,42,no,no,1293,34,32,34,16,34,25,2.48,6,12,34.0,3.0,"['lol', 'happy', 'fun']","['new york', 'london', 'brazil']",57,76,0.42105263157894735,0.32894736842105265,75.0,8,Thursday,3,0
35,http://bonnie.info,11,13-04-2023 08:04,yes,video,2023-04-13 08:04:00,11,Justina.Gaylord27,76,42,no,no,1293,35,32,35,24,35,33,2.4242424242424243,6,17,35.0,3.0,"['food', 'foodie', 'delicious']","['brazil', 'japan', 'Mumbai']",65,76,0.42105263157894735,0.4342105263157895,85.52631578947368,8,Thursday,3,0
36,http://kennith.net,11,13-04-2023 08:04,no,photo,2023-04-13 08:04:00,11,Justina.Gaylord27,76,42,no,no,1293,36,35,36,25,36,29,2.3448275862068964,6,15,36.0,3.0,"['food', 'foodie', 'delicious']","['brazil', 'japan', 'Mumbai']",64,76,0.4605263157894737,0.3815789473684211,84.21052631578947,8,Thursday,3,0
37,http://camille.name,11,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,11,Justina.Gaylord27,76,42,no,no,1293,37,38,37,28,37,27,2.4074074074074074,6,13,37.0,3.0,"['fun', 'concert', 'smile']","['brazil', 'washington DC', 'australia']",65,76,0.5,0.35526315789473684,85.52631578947368,8,Thursday,3,0
38,http://alena.net,12,13-04-2023 08:04,no,photo,2023-04-13 08:04:00,12,Dereck65,76,42,yes,no,11,38,31,38,25,38,29,2.4482758620689653,6,15,38.0,2.0,"['photography', 'sunrise']","['washington DC', 'new york']",60,76,0.40789473684210525,0.3815789473684211,78.94736842105263,8,Thursday,3,0
39,http://ralph.name,12,13-04-2023 08:04,no,carousel,2023-04-13 08:04:00,12,Dereck65,76,42,yes,no,11,39,34,39,20,39,29,2.3793103448275863,6,14,,0.0,,,63,76,0.4473684210526316,0.3815789473684211,82.89473684210526,8,Thursday,3,0
40,https://tyshawn.com,12,13-04-2023 08:04,no,video,2023-04-13 08:04:00,12,Dereck65,76,42,yes,no,11,40,37,40,20,40,28,2.5357142857142856,6,14,,0.0,,,65,76,0.4868421052631579,0.3684210526315789,85.52631578947368,8,Thursday,3,0
41,https://adella.net,12,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,12,Dereck65,76,42,yes,no,11,41,38,41,27,41,31,2.3225806451612905,6,16,,0.0,,,69,76,0.5,0.40789473684210525,90.78947368421053,8,Thursday,3,0
42,https://cielo.info,13,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,13,Alexandro35,76,42,yes,no,7,42,37,42,17,42,30,2.466666666666667,6,15,,0.0,,,67,76,0.4868421052631579,0.39473684210526316,88.1578947368421,8,Thursday,3,0
43,https://easter.net,13,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,13,Alexandro35,76,42,yes,no,7,43,37,43,29,43,31,2.3548387096774195,6,15,43.0,3.0,"['lol', 'happy', 'smile']","['new york', 'london', 'australia']",68,76,0.4868421052631579,0.40789473684210525,89.47368421052632,8,Thursday,3,0
44,http://golden.org,13,13-04-2023 08:04,yes,carousel,2023-04-13 08:04:00,13,Alexandro35,76,42,yes,no,7,44,39,44,31,44,26,2.423076923076923,6,13,44.0,2.0,"['dreamy', 'beach']","['washington DC', 'london']",65,76,0.5131578947368421,0.34210526315789475,85.52631578947368,8,Thursday,3,0
45,http://kendall.biz,13,13-04-2023 08:04,no,video,2023-04-13 08:04:00,13,Alexandro35,76,42,yes,no,7,45,34,45,23,45,29,2.4482758620689653,6,15,45.0,2.0,"['sunset', 'sunrise']","['florida', 'new york']",63,76,0.4473684210526316,0.3815789473684211,82.89473684210526,8,Thursday,3,0
46,https://glenda.info,13,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,13,Alexandro35,76,42,yes,no,7,46,34,46,20,46,32,2.5,6,15,,0.0,,,66,76,0.4473684210526316,0.42105263157894735,86.8421052631579,8,Thursday,3,0
47,http://dominic.biz,15,13-04-2023 08:04,no,photo,2023-04-13 08:04:00,15,Billy52,76,42,no,no,1,47,30,47,21,47,24,2.4166666666666665,6,12,47.0,1.0,['beach'],['london'],54,76,0.39473684210526316,0.3157894736842105,71.05263157894737,8,Thursday,3,0
48,http://tressie.info,15,13-04-2023 08:04,no,photo,2023-04-13 08:04:00,15,Billy52,76,42,no,no,1,48,35,48,21,48,28,2.3214285714285716,6,15,,0.0,,,63,76,0.4605263157894737,0.3684210526315789,82.89473684210526,8,Thursday,3,0
49,http://estevan.org,15,13-04-2023 08:04,no,carousel,2023-04-13 08:04:00,15,Billy52,76,42,no,no,1,49,37,49,24,49,29,2.3793103448275863,6,14,49.0,2.0,"['concert', 'smile']","['washington DC', 'australia']",66,76,0.4868421052631579,0.3815789473684211,86.8421052631579,8,Thursday,3,0
50,http://zena.com,15,13-04-2023 08:04,yes,video,2023-04-13 08:04:00,15,Billy52,76,42,no,no,1,50,27,50,18,50,34,2.4705882352941178,6,17,50.0,1.0,['food'],['brazil'],61,76,0.35526315789473684,0.4473684210526316,80.26315789473685,8,Thursday,3,0
51,https://abagail.com,16,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,16,Annalise.McKenzie16,76,42,yes,no,3,51,29,51,15,51,31,2.4193548387096775,6,16,51.0,3.0,"['beauty', 'beach', 'smile']","['bangalore', 'london', 'australia']",60,76,0.3815789473684211,0.40789473684210525,78.94736842105263,8,Thursday,3,0
52,https://hershel.com,16,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,16,Annalise.McKenzie16,76,42,yes,no,3,52,41,52,31,52,30,2.3666666666666667,6,15,,0.0,,,71,76,0.5394736842105263,0.39473684210526316,93.42105263157895,8,Thursday,3,0
53,http://collin.com,16,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,16,Annalise.McKenzie16,76,42,yes,no,3,53,36,53,27,53,33,2.4242424242424243,6,16,53.0,1.0,['beauty'],['bangalore'],69,76,0.47368421052631576,0.4342105263157895,90.78947368421053,8,Thursday,3,0
54,https://clair.com,16,13-04-2023 08:04,no,carousel,2023-04-13 08:04:00,16,Annalise.McKenzie16,76,42,yes,no,3,54,31,54,17,54,32,2.5,6,16,,0.0,,,63,76,0.40789473684210525,0.42105263157894735,82.89473684210526,8,Thursday,3,0
55,https://deondre.com,17,13-04-2023 08:04,yes,video,2023-04-13 08:04:00,17,Norbert_Carroll35,76,42,yes,yes,14,55,35,55,22,55,27,2.3333333333333335,6,14,55.0,1.0,['happy'],['london'],62,76,0.4605263157894737,0.35526315789473684,81.57894736842105,8,Thursday,3,0
56,http://tristin.name,17,13-04-2023 08:04,no,photo,2023-04-13 08:04:00,17,Norbert_Carroll35,76,42,yes,yes,14,56,36,56,29,56,31,2.3870967741935485,6,15,56.0,1.0,['lol'],['new york'],67,76,0.47368421052631576,0.40789473684210525,88.1578947368421,8,Thursday,3,0
57,http://kirk.org,17,13-04-2023 08:04,no,photo,2023-04-13 08:04:00,17,Norbert_Carroll35,76,42,yes,yes,14,57,37,57,25,57,25,2.56,6,12,57.0,5.0,"['fun', 'party', 'concert', 'drunk', 'smile']","['brazil', 'florida', 'washington DC', 'new york', 'australia']",62,76,0.4868421052631579,0.32894736842105265,81.57894736842105,8,Thursday,3,0
58,https://modesta.info,18,13-04-2023 08:04,no,photo,2023-04-13 08:04:00,18,Odessa2,76,42,no,no,244,58,36,58,22,58,31,2.3548387096774195,6,16,58.0,1.0,['beauty'],['bangalore'],67,76,0.47368421052631576,0.40789473684210525,88.1578947368421,8,Thursday,3,0
59,http://rylan.biz,19,13-04-2023 08:04,yes,carousel,2023-04-13 08:04:00,19,Hailee26,76,42,no,no,12,59,37,59,26,59,25,2.36,6,13,59.0,4.0,"['stunning', 'dreamy', 'beach', 'smile']","['florida', 'washington DC', 'london', 'australia']",62,76,0.4868421052631579,0.32894736842105265,81.57894736842105,8,Thursday,3,0
60,https://noemie.com,19,13-04-2023 08:04,yes,video,2023-04-13 08:04:00,19,Hailee26,76,42,no,no,12,60,32,60,19,60,31,2.4838709677419355,6,15,60.0,3.0,"['hair', 'fashion', 'party']","['Mumbai', 'bangalore', 'florida']",63,76,0.42105263157894735,0.40789473684210525,82.89473684210526,8,Thursday,3,0
61,https://dejon.name,20,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,20,Delpha.Kihn,76,42,yes,no,45,61,41,61,25,61,24,2.4166666666666665,6,12,61.0,2.0,"['dreamy', 'beach']","['washington DC', 'london']",65,76,0.5394736842105263,0.3157894736842105,85.52631578947368,8,Thursday,3,0
62,https://rigoberto.net,22,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,22,Kenneth64,76,42,no,no,1293,62,39,62,27,62,31,2.2580645161290325,6,16,62.0,1.0,['photography'],['washington DC'],70,76,0.5131578947368421,0.40789473684210525,92.10526315789474,8,Thursday,3,0
63,http://megane.biz,23,13-04-2023 08:04,no,photo,2023-04-13 08:04:00,23,Eveline95,77,43,no,no,2400,63,38,63,24,63,27,2.6296296296296298,6,13,63.0,1.0,['foodie'],['japan'],65,77,0.4935064935064935,0.35064935064935066,84.4155844155844,8,Thursday,3,0
64,http://emmalee.org,23,13-04-2023 08:04,yes,carousel,2023-04-13 08:04:00,23,Eveline95,77,43,no,no,2400,64,34,64,25,64,30,2.3666666666666667,6,15,64.0,4.0,"['lol', 'happy', 'fun', 'smile']","['new york', 'london', 'brazil', 'australia']",64,77,0.44155844155844154,0.38961038961038963,83.11688311688312,8,Thursday,3,0
65,http://nathan.net,23,13-04-2023 08:04,no,video,2023-04-13 08:04:00,23,Eveline95,77,43,no,no,2400,65,33,65,27,65,24,2.4166666666666665,6,12,65.0,2.0,"['food', 'delicious']","['brazil', 'Mumbai']",57,77,0.42857142857142855,0.3116883116883117,74.02597402597402,8,Thursday,3,0
66,http://lionel.net,23,13-04-2023 08:04,no,photo,2023-04-13 08:04:00,23,Eveline95,77,43,no,no,2400,66,39,66,24,66,28,2.357142857142857,6,14,66.0,2.0,"['hair', 'party']","['Mumbai', 'florida']",67,77,0.5064935064935064,0.36363636363636365,87.01298701298701,8,Thursday,3,0
67,http://danyka.net,23,13-04-2023 08:04,no,photo,2023-04-13 08:04:00,23,Eveline95,77,43,no,no,2400,67,35,67,23,67,29,2.4482758620689653,6,15,,0.0,,,64,77,0.45454545454545453,0.37662337662337664,83.11688311688312,8,Thursday,3,0
68,https://woodrow.com,23,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,23,Eveline95,77,43,no,no,2400,68,34,68,25,68,30,2.3,6,15,68.0,2.0,"['lol', 'smile']","['new york', 'australia']",64,77,0.44155844155844154,0.38961038961038963,83.11688311688312,8,Thursday,3,0
69,http://harvey.info,23,13-04-2023 08:04,yes,carousel,2023-04-13 08:04:00,23,Eveline95,77,43,no,no,2400,69,38,69,22,69,24,2.4166666666666665,6,12,,0.0,,,62,77,0.4935064935064935,0.3116883116883117,80.51948051948052,8,Thursday,3,0
70,http://aiden.org,23,13-04-2023 08:04,yes,video,2023-04-13 08:04:00,23,Eveline95,77,43,no,no,2400,70,34,70,21,70,26,2.6538461538461537,6,12,70.0,3.0,"['lol', 'happy', 'smile']","['new york', 'london', 'australia']",60,77,0.44155844155844154,0.33766233766233766,77.92207792207793,8,Thursday,3,0
71,https://tito.name,23,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,23,Eveline95,77,43,no,no,2400,71,37,71,26,71,26,2.3461538461538463,6,14,71.0,3.0,"['style', 'hair', 'fashion']","['japan', 'Mumbai', 'bangalore']",63,77,0.4805194805194805,0.33766233766233766,81.81818181818183,8,Thursday,3,0
72,https://julian.net,23,13-04-2023 08:04,no,photo,2023-04-13 08:04:00,23,Eveline95,77,43,no,no,2400,72,33,72,19,72,29,2.413793103448276,6,14,72.0,3.0,"['beauty', 'beach', 'smile']","['bangalore', 'london', 'australia']",62,77,0.42857142857142855,0.37662337662337664,80.51948051948052,8,Thursday,3,0
73,https://mafalda.org,23,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,23,Eveline95,77,43,no,no,2400,73,31,73,19,73,29,2.4827586206896552,6,14,73.0,2.0,"['fun', 'smile']","['brazil', 'australia']",60,77,0.4025974025974026,0.37662337662337664,77.92207792207793,8,Thursday,3,0
74,http://verner.org,23,13-04-2023 08:04,no,carousel,2023-04-13 08:04:00,23,Eveline95,77,43,no,no,2400,74,34,74,29,74,27,2.3703703703703702,6,14,74.0,2.0,"['hair', 'fashion']","['Mumbai', 'bangalore']",61,77,0.44155844155844154,0.35064935064935066,79.22077922077922,8,Thursday,3,0
75,https://elmore.org,26,13-04-2023 08:04,no,video,2023-04-13 08:04:00,26,Josianne.Friesen,76,42,no,no,56,75,33,75,17,75,31,2.2580645161290325,6,16,75.0,3.0,"['sunset', 'landscape', 'beach']","['florida', 'london', 'london']",64,76,0.4342105263157895,0.40789473684210525,84.21052631578947,8,Thursday,3,0
76,http://kasandra.com,26,13-04-2023 08:04,no,photo,2023-04-13 08:04:00,26,Josianne.Friesen,76,42,no,no,56,76,32,76,22,76,28,2.5714285714285716,6,14,76.0,2.0,"['lol', 'happy']","['new york', 'london']",60,76,0.42105263157894735,0.3684210526315789,78.94736842105263,8,Thursday,3,0
77,https://jarret.info,26,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,26,Josianne.Friesen,76,42,no,no,56,77,35,77,27,77,28,2.4285714285714284,6,13,,0.0,,,63,76,0.4605263157894737,0.3684210526315789,82.89473684210526,8,Thursday,3,0
78,http://einar.net,26,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,26,Josianne.Friesen,76,42,no,no,56,78,34,78,22,78,28,2.25,6,15,78.0,3.0,"['hair', 'fashion', 'party']","['Mumbai', 'bangalore', 'florida']",62,76,0.4473684210526316,0.3684210526315789,81.57894736842105,8,Thursday,3,0
79,http://terry.info,26,13-04-2023 08:04,yes,carousel,2023-04-13 08:04:00,26,Josianne.Friesen,76,42,no,no,56,79,34,79,21,79,26,2.6538461538461537,6,12,79.0,3.0,"['food', 'foodie', 'delicious']","['brazil', 'japan', 'Mumbai']",60,76,0.4473684210526316,0.34210526315789475,78.94736842105263,8,Thursday,3,0
80,https://holden.com,27,13-04-2023 08:04,yes,video,2023-04-13 08:04:00,27,Darwin29,76,42,no,yes,78,80,35,80,28,80,29,2.310344827586207,6,15,,0.0,,,64,76,0.4605263157894737,0.3815789473684211,84.21052631578947,8,Thursday,3,0
81,https://jacinto.org,28,13-04-2023 08:04,no,photo,2023-04-13 08:04:00,28,Dario77,76,42,yes,yes,2,81,38,81,20,81,26,2.4615384615384617,6,13,,0.0,,,64,76,0.5,0.34210526315789475,84.21052631578947,8,Thursday,3,0
82,https://geoffrey.info,28,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,28,Dario77,76,42,yes,yes,2,82,35,82,19,82,27,2.259259259259259,6,14,,0.0,,,62,76,0.4605263157894737,0.35526315789473684,81.57894736842105,8,Thursday,3,0
83,http://paxton.com,28,13-04-2023 08:04,no,photo,2023-04-13 08:04:00,28,Dario77,76,42,yes,yes,2,83,31,83,27,83,30,2.533333333333333,6,15,83.0,2.0,"['sunset', 'sunrise']","['florida', 'new york']",61,76,0.40789473684210525,0.39473684210526316,80.26315789473685,8,Thursday,3,0
84,https://trinity.biz,28,13-04-2023 08:04,no,carousel,2023-04-13 08:04:00,28,Dario77,76,42,yes,yes,2,84,35,84,23,84,30,2.3,6,15,84.0,3.0,"['fun', 'party', 'concert']","['brazil', 'florida', 'washington DC']",65,76,0.4605263157894737,0.39473684210526316,85.52631578947368,8,Thursday,3,0
85,http://fabiola.org,29,13-04-2023 08:04,no,video,2023-04-13 08:04:00,29,Jaime53,77,42,yes,no,1,85,36,85,21,85,26,2.6538461538461537,6,12,85.0,3.0,"['sunset', 'sunrise', 'beach']","['florida', 'new york', 'london']",62,77,0.4675324675324675,0.33766233766233766,80.51948051948052,8,Thursday,3,0
86,https://bryce.org,29,13-04-2023 08:04,yes,photo,2023-04-13 08:04:00,29,Jaime53,77,42,yes,no,1,86,34,86,26,86,28,2.3214285714285716,6,15,86.0,1.0,['fun'],['brazil'],62,77,0.44155844155844154,0.36363636363636365,80.51948051948052,8,Thursday,3,0
